model,case_id,trace_id,base_is_correct,sentence_index,n_sentences,mentions_final,mentions_other,base_answer,final_words,n_other_entities
deepseek-r1-distill-qwen-14b,27f2b910c19b40bb9f36ce9a3a8909af,0f9c628def200c34421c0d6f102b9bddd459eb0908b343b402ca8fe47ab4d6a4,False,55,63,0,0,Hemolytic anemia secondary to intravascular hemolysis likely due to a thrombus on the mechanical mitral valve.,hemolytic anemia intravascular hemolysis thrombus mechanical mitral valve,380
deepseek-r1-distill-qwen-14b,27f2b910c19b40bb9f36ce9a3a8909af,0f9c628def200c34421c0d6f102b9bddd459eb0908b343b402ca8fe47ab4d6a4,False,56,63,0,1,Hemolytic anemia secondary to intravascular hemolysis likely due to a thrombus on the mechanical mitral valve.,hemolytic anemia intravascular hemolysis thrombus mechanical mitral valve,380
deepseek-r1-distill-qwen-14b,27f2b910c19b40bb9f36ce9a3a8909af,0f9c628def200c34421c0d6f102b9bddd459eb0908b343b402ca8fe47ab4d6a4,False,57,63,0,0,Hemolytic anemia secondary to intravascular hemolysis likely due to a thrombus on the mechanical mitral valve.,hemolytic anemia intravascular hemolysis thrombus mechanical mitral valve,380
deepseek-r1-distill-qwen-14b,27f2b910c19b40bb9f36ce9a3a8909af,0f9c628def200c34421c0d6f102b9bddd459eb0908b343b402ca8fe47ab4d6a4,False,58,63,0,0,Hemolytic anemia secondary to intravascular hemolysis likely due to a thrombus on the mechanical mitral valve.,hemolytic anemia intravascular hemolysis thrombus mechanical mitral valve,380
deepseek-r1-distill-qwen-14b,27f2b910c19b40bb9f36ce9a3a8909af,0f9c628def200c34421c0d6f102b9bddd459eb0908b343b402ca8fe47ab4d6a4,False,59,63,0,1,Hemolytic anemia secondary to intravascular hemolysis likely due to a thrombus on the mechanical mitral valve.,hemolytic anemia intravascular hemolysis thrombus mechanical mitral valve,380
deepseek-r1-distill-qwen-14b,27f2b910c19b40bb9f36ce9a3a8909af,0f9c628def200c34421c0d6f102b9bddd459eb0908b343b402ca8fe47ab4d6a4,False,60,63,0,0,Hemolytic anemia secondary to intravascular hemolysis likely due to a thrombus on the mechanical mitral valve.,hemolytic anemia intravascular hemolysis thrombus mechanical mitral valve,380
deepseek-r1-distill-qwen-14b,27f2b910c19b40bb9f36ce9a3a8909af,0f9c628def200c34421c0d6f102b9bddd459eb0908b343b402ca8fe47ab4d6a4,False,61,63,0,1,Hemolytic anemia secondary to intravascular hemolysis likely due to a thrombus on the mechanical mitral valve.,hemolytic anemia intravascular hemolysis thrombus mechanical mitral valve,380
deepseek-r1-distill-qwen-14b,27f2b910c19b40bb9f36ce9a3a8909af,0f9c628def200c34421c0d6f102b9bddd459eb0908b343b402ca8fe47ab4d6a4,False,62,63,0,1,Hemolytic anemia secondary to intravascular hemolysis likely due to a thrombus on the mechanical mitral valve.,hemolytic anemia intravascular hemolysis thrombus mechanical mitral valve,380
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,37774ec532012490a16537b2810f90bd52a15d6f0d0988b48034dd05314da576,True,0,18,0,0,Hydatid disease,hydatid,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,37774ec532012490a16537b2810f90bd52a15d6f0d0988b48034dd05314da576,True,1,18,0,0,Hydatid disease,hydatid,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,37774ec532012490a16537b2810f90bd52a15d6f0d0988b48034dd05314da576,True,2,18,0,0,Hydatid disease,hydatid,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,37774ec532012490a16537b2810f90bd52a15d6f0d0988b48034dd05314da576,True,3,18,0,0,Hydatid disease,hydatid,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,37774ec532012490a16537b2810f90bd52a15d6f0d0988b48034dd05314da576,True,4,18,0,1,Hydatid disease,hydatid,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,37774ec532012490a16537b2810f90bd52a15d6f0d0988b48034dd05314da576,True,5,18,0,0,Hydatid disease,hydatid,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,37774ec532012490a16537b2810f90bd52a15d6f0d0988b48034dd05314da576,True,6,18,0,0,Hydatid disease,hydatid,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,37774ec532012490a16537b2810f90bd52a15d6f0d0988b48034dd05314da576,True,7,18,0,0,Hydatid disease,hydatid,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,37774ec532012490a16537b2810f90bd52a15d6f0d0988b48034dd05314da576,True,8,18,0,0,Hydatid disease,hydatid,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,37774ec532012490a16537b2810f90bd52a15d6f0d0988b48034dd05314da576,True,9,18,0,0,Hydatid disease,hydatid,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,37774ec532012490a16537b2810f90bd52a15d6f0d0988b48034dd05314da576,True,10,18,0,1,Hydatid disease,hydatid,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,37774ec532012490a16537b2810f90bd52a15d6f0d0988b48034dd05314da576,True,11,18,0,1,Hydatid disease,hydatid,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,37774ec532012490a16537b2810f90bd52a15d6f0d0988b48034dd05314da576,True,12,18,0,0,Hydatid disease,hydatid,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,37774ec532012490a16537b2810f90bd52a15d6f0d0988b48034dd05314da576,True,13,18,1,0,Hydatid disease,hydatid,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,37774ec532012490a16537b2810f90bd52a15d6f0d0988b48034dd05314da576,True,14,18,1,0,Hydatid disease,hydatid,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,37774ec532012490a16537b2810f90bd52a15d6f0d0988b48034dd05314da576,True,15,18,0,0,Hydatid disease,hydatid,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,37774ec532012490a16537b2810f90bd52a15d6f0d0988b48034dd05314da576,True,16,18,1,0,Hydatid disease,hydatid,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,37774ec532012490a16537b2810f90bd52a15d6f0d0988b48034dd05314da576,True,17,18,0,1,Hydatid disease,hydatid,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,96787739d2216916e7283f5bef3679f554e14eccc76d7d8e16db9d02808fd7dd,False,0,25,0,0,Paragonimiasis,paragonimiasis,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,96787739d2216916e7283f5bef3679f554e14eccc76d7d8e16db9d02808fd7dd,False,1,25,0,0,Paragonimiasis,paragonimiasis,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,96787739d2216916e7283f5bef3679f554e14eccc76d7d8e16db9d02808fd7dd,False,2,25,0,0,Paragonimiasis,paragonimiasis,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,96787739d2216916e7283f5bef3679f554e14eccc76d7d8e16db9d02808fd7dd,False,3,25,0,0,Paragonimiasis,paragonimiasis,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,96787739d2216916e7283f5bef3679f554e14eccc76d7d8e16db9d02808fd7dd,False,4,25,0,0,Paragonimiasis,paragonimiasis,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,96787739d2216916e7283f5bef3679f554e14eccc76d7d8e16db9d02808fd7dd,False,5,25,0,0,Paragonimiasis,paragonimiasis,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,96787739d2216916e7283f5bef3679f554e14eccc76d7d8e16db9d02808fd7dd,False,6,25,0,1,Paragonimiasis,paragonimiasis,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,96787739d2216916e7283f5bef3679f554e14eccc76d7d8e16db9d02808fd7dd,False,7,25,0,0,Paragonimiasis,paragonimiasis,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,96787739d2216916e7283f5bef3679f554e14eccc76d7d8e16db9d02808fd7dd,False,8,25,0,0,Paragonimiasis,paragonimiasis,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,96787739d2216916e7283f5bef3679f554e14eccc76d7d8e16db9d02808fd7dd,False,9,25,0,1,Paragonimiasis,paragonimiasis,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,96787739d2216916e7283f5bef3679f554e14eccc76d7d8e16db9d02808fd7dd,False,10,25,0,1,Paragonimiasis,paragonimiasis,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,96787739d2216916e7283f5bef3679f554e14eccc76d7d8e16db9d02808fd7dd,False,11,25,0,0,Paragonimiasis,paragonimiasis,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,96787739d2216916e7283f5bef3679f554e14eccc76d7d8e16db9d02808fd7dd,False,12,25,0,1,Paragonimiasis,paragonimiasis,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,96787739d2216916e7283f5bef3679f554e14eccc76d7d8e16db9d02808fd7dd,False,13,25,0,1,Paragonimiasis,paragonimiasis,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,96787739d2216916e7283f5bef3679f554e14eccc76d7d8e16db9d02808fd7dd,False,14,25,1,0,Paragonimiasis,paragonimiasis,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,96787739d2216916e7283f5bef3679f554e14eccc76d7d8e16db9d02808fd7dd,False,15,25,0,1,Paragonimiasis,paragonimiasis,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,96787739d2216916e7283f5bef3679f554e14eccc76d7d8e16db9d02808fd7dd,False,16,25,1,0,Paragonimiasis,paragonimiasis,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,96787739d2216916e7283f5bef3679f554e14eccc76d7d8e16db9d02808fd7dd,False,17,25,0,0,Paragonimiasis,paragonimiasis,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,96787739d2216916e7283f5bef3679f554e14eccc76d7d8e16db9d02808fd7dd,False,18,25,0,0,Paragonimiasis,paragonimiasis,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,96787739d2216916e7283f5bef3679f554e14eccc76d7d8e16db9d02808fd7dd,False,19,25,0,1,Paragonimiasis,paragonimiasis,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,96787739d2216916e7283f5bef3679f554e14eccc76d7d8e16db9d02808fd7dd,False,20,25,0,0,Paragonimiasis,paragonimiasis,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,96787739d2216916e7283f5bef3679f554e14eccc76d7d8e16db9d02808fd7dd,False,21,25,0,1,Paragonimiasis,paragonimiasis,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,96787739d2216916e7283f5bef3679f554e14eccc76d7d8e16db9d02808fd7dd,False,22,25,1,0,Paragonimiasis,paragonimiasis,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,96787739d2216916e7283f5bef3679f554e14eccc76d7d8e16db9d02808fd7dd,False,23,25,1,0,Paragonimiasis,paragonimiasis,182
deepseek-r1-distill-qwen-14b,28c328b44b6a8b287cd1e29bfc9c17eb,96787739d2216916e7283f5bef3679f554e14eccc76d7d8e16db9d02808fd7dd,False,24,25,1,0,Paragonimiasis,paragonimiasis,182
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,0,79,0,0,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,1,79,0,0,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,2,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,3,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,4,79,0,0,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,5,79,0,0,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,6,79,0,0,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,7,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,8,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,9,79,0,0,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,10,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,11,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,12,79,0,0,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,13,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,14,79,0,0,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,15,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,16,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,17,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,18,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,19,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,20,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,21,79,0,0,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,22,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,23,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,24,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,25,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,26,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,27,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,28,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,29,79,0,0,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,30,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,31,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,32,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,33,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,34,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,35,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,36,79,0,0,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,37,79,0,0,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,38,79,0,0,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,39,79,1,0,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,40,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,41,79,0,0,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,42,79,0,0,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,43,79,0,0,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,44,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,45,79,0,0,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,46,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,47,79,0,0,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,48,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,49,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,50,79,0,0,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,51,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,52,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,53,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,54,79,0,0,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,55,79,0,0,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,56,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,57,79,0,0,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,58,79,0,0,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,59,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,60,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,61,79,0,0,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,62,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,63,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,64,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,65,79,0,1,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
deepseek-r1-distill-qwen-14b,288897f502a272f8f0b8b999354a154d,125e41763586eee9dbe19268ba3b590b93249297d780fa76db80f7f0a6a16479,True,66,79,0,0,Internuclear ophthalmoplegia,internuclear ophthalmoplegia,399
