rank,model,trace_id,sentence_index,token_position,tvd_before,tvd_after,tvd_drop,kind,sentence
99,deepseek-r1-distill-qwen-1.5b,537eb01af2ebf3b96bdf37ddfc79e68bbd7decc5b90106086b162619c578ec28,19,0.8848920863309353,0.7368421052631579,0.0,0.7368421052631579,other,"Given the patient's age and the elevated parameters, the most likely diagnosis is hypertension, specifically high blood pressure."
100,deepseek-r1-distill-qwen-1.5b,a214769b28b9965f19d32afc651543eb87a80cd9a34f1f27e027f6be5b537ad6,14,0.7914338919925512,0.789473684210526,0.0526315789473684,0.7368421052631575,repeat,"However, in this case, the treatment with vasopressin is a common and effective method to address polydipsia, especially in adults, and it's likely that the primary cause is related to the treatment itself rather than systemic conditions."
101,deepseek-r1-distill-qwen-1.5b,11c066c073d2a398f8c97f9b5f6059dde06da9e45a9bde10296a1e283f7efdd9,9,0.4005305039787798,0.9999999999999998,0.2657894736842105,0.7342105263157892,first,"The description of a neck swelling makes me think of conditions like aardvark's disease, which is a common condition affecting the neck and shoulders."
102,deepseek-r1-distill-qwen-1.5b,894c92c28ffdac20775618973fe349aa89ea1537fdf4324946b0bb34a0046b21,6,0.3769968051118211,0.8333333333333334,0.0999999999999999,0.7333333333333334,other,"First, I recall that a 'water lily' sign is a classic sign of a pulmonary embolism."
103,deepseek-r1-distill-qwen-1.5b,381ca75b7c0ddd98480d90e33e8c4716a0009a5ad3c6a80b8b9c87c240ac952f,12,0.457990115321252,0.8500000000000002,0.1176470588235294,0.7323529411764708,first,"The pituitary enlargement is a key feature of polyuricemia, which is a condition where the pituitary gland is enlarged, leading to increased fluid andmoodular changes."
104,deepseek-r1-distill-qwen-1.5b,b9774713aaeec51f6f786a926dcfbf5c648db806578e511f22945151bae4c4b8,17,0.6470588235294118,0.8947368421052632,0.1666666666666666,0.7280701754385965,other,There's a term for that: hypermobileal growth disorder.
105,deepseek-r1-distill-qwen-1.5b,4c6be318f5e532ab7b0807565fa6b69e50181939ce499de89ab907eaa3966f00,14,0.8590078328981723,0.85,0.1286549707602339,0.7213450292397661,first,"Considering all these factors, the most likely diagnosis is nephropathy, specifically kidney disease, likely due to a combination of hypertension and renal insufficiency."
106,huatuogpt-o1-8b,97d47b4157b050a2b5fbc5a42fe46bd87e6c3c3dfe1cea26421487ad00fbf8ed,14,0.6217616580310881,0.8000000000000002,0.1,0.7000000000000002,other,"If the accident affected his lower back or spine, that could totally explain why he's having trouble with erections."
107,deepseek-r1-distill-qwen-1.5b,f97ff0ef7fcf7904b95cb77a6d681139aa36f15d26bd1381ead422926815a93b,9,0.671280276816609,0.7000000000000001,0.0,0.7000000000000001,first,"Considering all this, the most likely diagnosis is oral thrush."
108,huatuogpt-o1-8b,fb41ebc0be3eee5e65b310dd816cf07798caafdc29974c4400a0192b6b9e59a5,17,0.6625916870415648,0.95,0.25,0.7000000000000001,other,"A paraganglioma could also match the description, being highly vascular and located near major vessels."
109,deepseek-r1-distill-qwen-1.5b,bdba34dfaf32dd6fc394db5d93d8f550b94deb375e3dea9df9f76b9bc4f5ab9a,13,0.7789203084832905,0.75,0.05,0.7,repeat,"Considering all these points, the most likely diagnosis is **normal sperm count, pH, and volume**."
110,deepseek-r1-distill-qwen-1.5b,467e18b12ba6a6a7d4956167664107b3861998402a50a90bb9629f4d55b1df42,5,0.2592592592592592,1.0,0.3,0.7,first,"Testicular enlargement is a symptom of various conditions, including testicular atrophy, testicular pseudoblastoma, and testicular metaplastasia."
111,deepseek-r1-distill-llama-8b,a5341a2d4e3594ce603bf214b7400cb43e45108b85f6c3c41ed22f8cf559d605,11,0.5331807780320366,0.7,0.0,0.7,first,Constitutional growth delay (CGD) comes to mind because it's characterized by a slower than average growth rate from infancy.
112,deepseek-r1-distill-qwen-14b,6287651f7b7883e1522f1fc54157f66466928456318eba1c5df71831bf722aa5,21,0.6623134328358209,0.7,0.0,0.7,other,"He's expressing feelings of guilt, hopelessness, and even thoughts that he's a terrible person."
113,deepseek-r1-distill-qwen-14b,c8be53fadaa366d44fe04c72a465dbff1eae0e51e3ceec9e919e031c89623a3e,11,0.2959459459459459,1.0,0.3,0.7,first,"The chronic cough, fatigue, weight loss—those are classic signs of a chronic infection or something like tuberculosis."
114,deepseek-r1-distill-qwen-14b,83f833e05b151f74af22c524fdb11db7300c32e36be379f8c5611b336a5e38dd,15,0.4597014925373134,1.0,0.3,0.7,first,"Abdominal pain and applying heat makes me think about conditions like endometriosis, where pain is a significant symptom, especially in the abdomen and pelvis."
115,deepseek-r1-distill-qwen-14b,8125ee3f1cd37c37372bfe0e9ca2e473f66ab64d7c5ec6468007bd2db15a9558,12,0.4795539033457249,0.75,0.05,0.7,repeat,"The mother had malaria during pregnancy, which is caused by Plasmodium parasites."
116,qwq-32b,cf2852f2ecfbed01c007f8101c0dce45af9825a758e22c37e1e51b3ff535f036,232,0.9175257731958762,0.95,0.25,0.7,repeat,"Wait, but the term for that is transient neonatal hypoparathyroidism (TNH), which can be caused by maternal hyperparathyroidism."
117,deepseek-r1-distill-llama-8b,89705211939e26e0566e0900300b70b83d79dced6081833aba9bed0c9ccc8c99,11,0.6085011185682326,0.9473684210526316,0.25,0.6973684210526316,repeat,"Mumps orchitis is a known condition where the testicle is inflamed, often after a mumps infection."
118,deepseek-r1-distill-llama-8b,b81b01a9181255c0fc1669fa4ac9313e02c64db71c6e9f46948a30a3c6bb016e,3,0.1607565011820331,0.8,0.1052631578947368,0.6947368421052632,first,"It's on the forehead, which makes me think of scabies because they often present there, but scabies can also be on the arms and legs."
119,deepseek-r1-distill-llama-8b,9e2e42ffcd71b857c9d14e4d92f46369eb65bea371f5be3ca51782550e2e9e01,23,0.6953846153846154,0.7894736842105263,0.0999999999999999,0.6894736842105263,first,"With the low platelets, this could be a platelet function issue or a more intrinsic problem like von Willebrand disease."
120,qwq-32b,60923ece7812676a4fcfb8fb5fdb76165dc6bc4313528b23f6c857d9314a6ad9,9,0.3971377459749552,0.736842105263158,0.05,0.6868421052631579,none,"The elevated IgA level (513 mg/dL, with a normal up to 309) is a big red flag here."
121,deepseek-r1-distill-qwen-1.5b,dd0cc503c45e3079b4c8bb6798619cd35098539cdb545af925d447f52579e6a7,10,0.5449591280653951,0.95,0.2631578947368421,0.6868421052631578,repeat,"These findings are consistent with iron deficiency syndrome, where the body's iron stores are not being replenished properly, leading to low levels of iron and impaired liver function."
122,qwq-32b,5bc715e11f501167224d27ee4eeefe85e90909b4acbcba6568afa34d0f7f1764,26,0.8490990990990991,0.8333333333333334,0.15,0.6833333333333333,repeat,"So, the key terms are heterogeneous mass, central necrosis, internal debris, and air on CT. Renal abscess seems to fit here."
123,deepseek-r1-distill-qwen-1.5b,b601a454f5b33353323a9f646da53f012f505c1ebfc845306eff8bf777de3b17,8,0.4353932584269663,0.8,0.1176470588235294,0.6823529411764706,first,"One possibility is periodontal disease, which affects the gums and surrounding tissues."
124,deepseek-r1-distill-qwen-1.5b,b89538da70fda4fb97928198bf1f289047e7f2f9504eb1af97cd66c15e9a6d94,8,0.2828096118299446,1.0,0.3236842105263158,0.6763157894736842,other,"The differential was shock, multiple organ failure, and traumatic brain injury."
125,deepseek-r1-distill-qwen-14b,cef4f35f512a968ee61890e680baab0a843192b1943dc4232cb8da4627668953,15,0.6653386454183267,0.7222222222222222,0.05,0.6722222222222222,other,"His worries, guilt, reexperiencing a traumatic event, and sleep issues point towards an anxiety disorder."
126,deepseek-r1-distill-qwen-1.5b,e99a9005365972b05d8745fdcd817a2eaeac028f7954dd4a77c80f636feec1c4,9,0.6253869969040248,0.9000000000000001,0.25,0.6500000000000001,other,"The nystagmus is noted on cranial nerve exams, which is a common finding in conditions like sleep apnea."
127,deepseek-r1-distill-llama-8b,c321eabb2c3a50bbde690b2a134b57a9555ba163da312300faa16821ed0bf9bd,16,0.5629496402877698,0.8500000000000001,0.1999999999999999,0.6500000000000001,other,"Her father had lymphoma, and her aunt had CNS involvement."
128,deepseek-r1-distill-qwen-14b,840eb763312f772e1c0d00c6074a6c7b8677294c6fe655f1a7ef5fe02d11d4e4,28,0.6874251497005988,0.7500000000000001,0.0999999999999999,0.6500000000000001,first,One possibility that comes to mind is congenital toxoplasmosis.
129,glm-4.7-flash,d272956d0dda7105288ef1956aac1634531424d6ddec1a98309a7ef4b447f3d0,23,0.1442274751627269,0.8000000000000002,0.15,0.6500000000000001,repeat,"Alternative nickname for this is ""necrotic (or destructive) rabies."""
130,deepseek-r1-distill-llama-8b,15c7974d27700be1906eb723d18706367ee8907cc0ebbc617dc225f9e21f5640,19,0.8436830835117773,0.65,0.0,0.65,repeat,"The symptoms of delusional paranoia, disorientation, dilated pupils, hyperreflexia, and combativeness point towards anticholinergic syndrome."
131,deepseek-r1-distill-llama-8b,3a9e283c1d7c794806bff172f46a9fcb6dc9629675c13c7e69d462a1e10f35a6,22,0.9301801801801802,0.85,0.1999999999999999,0.65,other,The third heart sound is a key indicator here.
132,deepseek-r1-distill-llama-8b,8d820a224ef608360910949b064fcede8836bd31c2d46d9dbd2d393c01e3f7ae,30,0.908029197080292,0.65,0.0,0.65,repeat,"The most likely diagnosis here is Hypocalcemia, which is a deficiency of calcium in the blood."
133,huatuogpt-o1-8b,7bb8f72ec7343fb6131261b581776211616cf450d15bd2ade5d5079b2604dacb,33,0.8347701149425287,1.0,0.35,0.65,other,"These are signs of retinal vein occlusion, which can happen due to high blood pressure or clotting disorders."
134,huatuogpt-o1-8b,7db929b7b367690a47d03ac8d1df8624159f19bb1ff0c04ede05d4148c754b3a,24,0.8585858585858586,0.65,0.0,0.65,first,"Putting all these clues together, it looks like he might have pancreatic phlegmon."
135,huatuogpt-o1-8b,dffbdb0c97cf47d63bcfaa3df043995fbc71d51d96c5f9b8ffe1bf1c0e5cfc23,11,0.5764705882352941,0.65,0.0,0.65,first,"But wait, there's also the possibility of a fat necrosis developing."
136,deepseek-r1-distill-qwen-14b,0d5cbb46546ba7ba75cafe348c2247c5bc90aefbc91b1ad40052644e8fb0bb48,15,0.6395939086294417,0.7000000000000001,0.05,0.65,none,"These symptoms are consistent with depression, particularly late-life depression, which can present with cognitive symptoms like memory issues."
137,deepseek-r1-distill-qwen-14b,4369f435442bb72188c31040bbcac8e354b60b0fe314dc91641c7755eceaac7e,7,0.4143302180685358,0.8,0.15,0.65,other,"Because if the placenta isn't removed properly, sometimes part of the uterus can be left behind, leading to retained products of conception."
138,deepseek-r1-distill-qwen-14b,53d885da223685f62ec1672f99e156cb7a6d83dc35feaa7e6afe48aa10128966,39,0.8669673055242391,0.75,0.0999999999999999,0.65,none,I'm also thinking about something like a bed bug infestation.
139,deepseek-r1-distill-qwen-14b,a87d025d517f56d2039c8613427d1bc718cfc3a98553b3fc87270128898eb442,17,0.434654919236417,0.75,0.0999999999999999,0.65,first,"Another possibility is a neurological injury, such as a brachial plexus injury."
140,deepseek-r1-distill-qwen-14b,e19685f39a9b0397b90f8d823c81ce30287897997c3ca01c888e9c53fa3856b6,16,0.6551094890510949,0.65,0.0,0.65,first,"Putting this all together, I'm thinking of something like Chronic Granulomatous Disease (CGD)."
141,glm-4.7-flash,c205055a82c57efe737ddff486bb36eea3acca84bffdce9d45f184d4608cccbb,31,0.4737261146496815,0.75,0.0999999999999999,0.65,first,"This condition is often called **Pulmonary Tuberculosis with Aspergilloma** or clinically known as **Tuberculous Aspergillosis**.

**"
142,gemma-4-31b-it,b116d0a1b6cd2a2daa896aebbc562a9940bcbf0dfb0a03335112cb08242ca377,146,0.9150759641604986,0.8,0.15,0.65,repeat,"The answer provided in those contexts is ""Pulmonary Hypertension""."
143,gemma-4-31b-it,55cb984026926429ce4a8d790541d248eed3580552b2a3c1281a4ee50b4fa4ba,160,0.6520427112349118,0.65,0.0,0.65,repeat,"*   The diagnosis was ""Dense deposit disease."""
144,deepseek-r1-distill-llama-8b,ae5e6caf2d62c2d911a6e7fc3d57ea80c29b352d7676c9fce9d1b88bbfae19fb,35,0.8774834437086093,0.95,0.3,0.6499999999999999,repeat,"Also, the fact that the symptoms occur when looking sideways suggests it's a binocular vision issue, which aligns with brainstem nystagmus."
145,huatuogpt-o1-8b,d6de8b1dc221b1b4e157ea6961c62d1665eb129505835d72f4a3e88e320eb99d,20,0.6838235294117647,0.95,0.3,0.6499999999999999,none,"His symptoms - the paranoia, the confusion, the autonomic instability - remind me of something specific."
146,deepseek-r1-distill-qwen-14b,6d432a59722a1897e1a4c9bc5e8720fe013b2d9aece56aa5a4b2f069f85062ec,22,0.660472972972973,0.7,0.05,0.6499999999999999,first,One that comes to mind is mitochondrial myopathy.
147,deepseek-r1-distill-qwen-14b,ac1be2f0984f2cd94b8fd6803c8d7436dadd3316d4d566949f6116e4700e53c6,9,0.3237704918032787,0.95,0.3,0.6499999999999999,first,One condition that comes to mind is dermatofibrosarcoma protuberans (DFSP).
148,deepseek-r1-distill-llama-8b,5751348456308492a79406255a681d92fb82d853fa3bb45a24f02c5a6e5562a6,27,0.8085399449035813,0.7000000000000001,0.0526315789473684,0.6473684210526316,first,"The rash and leg swelling could be due to a systemic reaction like erythema nodosum, which is often associated with infections, including streptococcal."
149,deepseek-r1-distill-llama-8b,e632189d7b879d3d220a527231232b1b52efdfc102e86c778d6d3c1b47ee02ac,6,0.3353658536585366,0.7000000000000001,0.0526315789473684,0.6473684210526316,first,"The limbus is the edge of the cornea, so a nodule there could be a sign of an infection, maybe something like trachoma, which is common in areas with poor hygiene and overcrowding."
150,gpt-oss-20b,8ce35f98e09a6286d3090b23b696956cd99473be4638dbdf4662996e7f52a002,183,0.9920660107902252,0.6368421052631579,0.0,0.6368421052631579,repeat,"Probably ""Livedo reticularis"" is more common exam answer."
151,gpt-oss-20b,634727476d89ee628e401690f8c7bf24ffd09161d722c6c4d1d1b5fecdc4e56d,49,0.742826780021254,1.0,0.368421052631579,0.631578947368421,other,"Yes! Todd's paresis: focal weakness following seizure, often unilateral, lasting minutes to hours."
152,deepseek-r1-distill-qwen-1.5b,ee1afd8dfd3ddf52704ccdfbbee09fd4ae3e9aa980578ee05ce86b54000fe45e,15,0.5702479338842975,0.894736842105263,0.2631578947368421,0.6315789473684209,first,The emotional fatigue and difficulty with daily tasks could point towards something like depression or anxiety.
153,deepseek-r1-distill-qwen-1.5b,b862139dff3b7cfa33bc18bf996b92cc055c10b5a2505a95862ffb78c88ad7c1,9,0.6082089552238806,1.0,0.368421052631579,0.6315789473684209,other,"This could be related to the idea of a legal double, which might be a red flag for something illegal, possibly illegal immigration or a medical issue."
154,deepseek-r1-distill-qwen-1.5b,61f0d9c33055ff20bbe31192c05515847709bfdb0765caa20d6848a3179f936c,7,0.3316582914572864,0.9444444444444444,0.3157894736842105,0.6286549707602339,other,I think about what a biharboxilarynthal sinicosis is.
155,deepseek-r1-distill-qwen-1.5b,31e4dc3b41e5380edb678b0e6753b50234d81d85b9298920d6562d6cc1107bc6,13,0.7796610169491526,0.8666666666666668,0.2512820512820513,0.6153846153846155,first,"Given the presentation, the most likely diagnosis is a **head-on collision-related fractures**."
156,deepseek-r1-distill-qwen-1.5b,fad55dffbf12a10c82a5564e06481aa8732c5df831b30d053d74347af7a36235,13,0.8991935483870968,0.7000000000000001,0.0999999999999999,0.6000000000000001,other,"So, the most likely diagnosis is a bacterial papulo-nodal infection, likely an E."
157,deepseek-r1-distill-llama-8b,96c3d260d41a8e21c2d085feb4928e9d442f52e01e307be35448a9495345655b,24,0.7438118811881188,0.8500000000000001,0.25,0.6000000000000001,first,"This is classic for T-wave inversion, which is a common ECG finding in acute pericarditis or myopericarditis, but here it's resolving."
158,deepseek-r1-distill-llama-8b,9dcaf5ddd5343c427496b9fa556dc646ece6baaec7ff28ed6826f6d56b7ea6d0,18,0.6285140562248996,0.8,0.1999999999999999,0.6000000000000001,first,Another angle: post-traumatic stress disorder (PTSD).
159,huatuogpt-o1-8b,2b0400580b591ac19647bf90201cb39630232ea34c3cbb1434103606681186b4,18,0.7528089887640449,0.8500000000000001,0.25,0.6000000000000001,repeat,This makes me lean towards dysmenorrhea as the main issue.
160,glm-4.7-flash,28230232e6648f24ffe20fb796feac7f198b75d18a39ea69014e085c407aa3a2,6,0.0624048706240487,0.9000000000000001,0.3,0.6000000000000001,first,"*   *Shooting pain with eating:* This localized intraoral pain is a hallmark sign of both Trigeminal Neuralgia (TN) and Glossopharyngeal Neuralgia (GN), though TN is more common to present with eating."
161,deepseek-r1-distill-qwen-1.5b,ef0bcc3fb77ab0a202c0119c48e8b764e44a0d7808c343844b4c54bb1f32e368,10,0.6443298969072165,0.75,0.15,0.6,other,"The suddenness and intensity of this behavior could be a sign of delirium, which is a severe form of mental illness that can cause sudden and irrational thoughts."
162,deepseek-r1-distill-llama-8b,39bca8797edb3b9dd0934b27b9f1efe5e2baf0952588f6018cc1b1ba030950c2,16,0.6464088397790055,1.0,0.4,0.6,other,"But given his recent use of antipsychotics and the fact that he was undressed outside, I'm leaning more towards a drug-induced reaction or an adverse effect."
163,deepseek-r1-distill-llama-8b,be7a4c8d7e82f8bf014323e1088b6474e0a26057479ad0ba5c5c846248206d7c,19,0.7193308550185874,0.95,0.35,0.6,first,"He was previously intoxicated, so maybe this is a case of delirium tremens (DTs), which is a severe form of delirium caused by alcohol withdrawal."
164,huatuogpt-o1-8b,7b925ec1ca477d0b49027082894bac9edfe1ddec678bc56c1ce14f7a624aa20f,12,0.6025236593059937,0.6,0.0,0.6,first,"Oh, wait! There's this condition called 'Papular Urticaria' that's caused by insect bites."
165,huatuogpt-o1-8b,b725b6d8bf764c8c3fb5b89d148f31f2059b5b03e139cf0ba66b27af1f737b93,18,0.760989010989011,0.6,0.0,0.6,first,"Given these clues, I'm thinking this could be a condition where the body doesn't produce enough growth hormone."
166,deepseek-r1-distill-qwen-14b,d07c95882ae54d5fd134daaf44194b1cb842d77c8eb2a7aaf89e5942de0094a0,57,0.871517027863777,0.7,0.0999999999999999,0.6,none,"The patient has tender nodules on the right medial malleolus, which could fit."
167,deepseek-r1-distill-qwen-14b,26f48613fbd7e4a91f545cff678db8b8740cd9b2548ec8902ace7ac4f73a4cb4,41,0.8047775947281713,0.6,0.0,0.6,repeat,"So, considering all these factors, the most likely diagnosis is Congenital Cytomegalovirus (CMV) Infection."
168,gemma-4-31b-it,8d4d08f76aed6f0a9af32c436152f5c127a89cfe37647fc3ba0b9ecc72740a0e,111,0.5417920815003473,0.75,0.15,0.6,repeat,The description matches a case of *Polyarteritis Nodosa*.
169,qwq-32b,40b1c3da129ab2d1b9804a7d8cae9c65f842db1cb5bb234f3dc6155026633d4f,9,0.2865090403337969,0.65,0.05,0.6,other,"The restricted diffusion and increased cerebral blood volume suggest a highly cellular tumor, which is a hallmark of certain tumors like glioblastoma."
170,qwq-32b,573044d97b28cb6d6c1f7601b77e697f42b6f507eb6a272e4c8c6120d1da7582,8,0.2406287787182587,1.0,0.4,0.6,none,But let's look at the other signs.
171,deepseek-r1-distill-qwen-1.5b,76885d845832e8197a82668cb6478561b10628c238344606a2b9610f2aaec830,13,0.5171288743882545,1.0,0.4,0.5999999999999999,other,"The fact that he's taking amoxycillin for his middle ear infection is interesting because amoxycillin is often prescribed for ear infections, but it's also used for other bleeding disorders like varicella zoster or abscesses."
172,glm-4.7-flash,21a0949470ff49e5359f919ef1165a35323ff0fe2e011b2aa4dd18029a2018d8,11,0.0338440429910816,1.0,0.4000000000000001,0.5999999999999999,first,*   *Nodule around the limbus + hyperemia* is classically associated with **Vernal Keratoconjunctivitis (VKC)**.
173,deepseek-r1-distill-qwen-1.5b,7f56193ae6571139bc6c4c351d58d867d99a4f7137a4a059adc61befc3670ddd,27,0.906040268456376,0.8333333333333334,0.2352941176470587,0.5980392156862746,first,"Considering all the lab results and imaging findings, the most likely diagnosis is anemia, possibly due to kidney disease."
174,glm-4.7-flash,0b5a1f396eecd13636044ab491984fdfb254465f8fdcd0146a725ff5bd987576,38,0.1373814807343151,0.9473684210526316,0.35,0.5973684210526317,repeat,"*   **Scarlet Fever:** Needs pharyngitis/throat pain to be classic, though rash can occur without."
175,gpt-oss-20b,23e00a30d05deef2e70125ae783d972e1e9202bb97848e2a3412ef9880d037e2,5,0.1135496183206106,0.6842105263157895,0.0999999999999999,0.5842105263157895,first,"Differential diagnosis includes: gingival cyst of infants (also known as 'cystic lesion of the infantile gingiva'), also termed as 'cystic eruption phenomenon', 'apparent intraperiapical bluish lesion, like a 'cystic lesion' on the gingiva."
176,deepseek-r1-distill-qwen-1.5b,102f8d05b06ca9ede8725f2977c52d0f9c9e9b2504a6d32720dc2cb138cbf604,17,0.6323024054982818,0.8333333333333336,0.25,0.5833333333333336,other,"Ventricle dilatation is a classic sign of anemia, particularly in the context of preeclampsia or other anemia-related complications."
177,deepseek-r1-distill-llama-8b,988a577d226f4f129f31ae5d22044613e4e9d8e82edd39d5c66ebc12036f1614,11,0.4692737430167598,1.0,0.4181286549707602,0.5818713450292398,first,"I think that's called the ""Frégier's delusion."""
178,deepseek-r1-distill-llama-8b,512f09a385448cfa94adc6ed70eb8d17818cbb5eba0e5e4fb675207b28d618f9,21,0.4112050739957716,0.7368421052631579,0.1578947368421052,0.5789473684210527,first,"The high calcium and high ESR make me think of a condition where calcium is elevated, which could be due to hyperparathyroidism."
179,deepseek-r1-distill-qwen-1.5b,26be26e0cc8d73afc5e12edda3409078905173aef0fc9de0b2639497e7fad826,16,0.5992063492063492,0.9473684210526316,0.368421052631579,0.5789473684210525,other,"Since the water deprivation test shows a significant increase in osmolarity in the urine, the most likely diagnosis is hyperosmolar hypothyroidism or hyperparathyroidism."
180,gpt-oss-20b,02b934286a66b738d47694f4e23caf6c8753befc9a6d5e5be5ccfb18cd7cbdc0,12,0.425438596491228,0.8421052631578947,0.2631578947368421,0.5789473684210525,repeat,"It can cause “food-borne diarrhea.” Norovirus causes vomiting, diarrhea, abdominal cramping."
181,deepseek-r1-distill-qwen-1.5b,10440d64944cb4b04259fa0866f5c39f13c14a3ec68e800226d14ecf0fb3dd8c,3,0.1521739130434782,0.7894736842105261,0.2105263157894736,0.5789473684210524,other,"The initial diagnosis was bullous lupus erythematosus, but upon further evaluation, there were also pemphigus foliaceus and scarring."
182,deepseek-r1-distill-qwen-1.5b,c5e1b4f25ae439208c2ff872b68a0d9fe4cdc4cbfc80cd240d145fc3445ac498,15,0.8655256723716381,0.6725146198830411,0.0947368421052631,0.577777777777778,repeat,"Considering all these factors, the most likely diagnosis is gastrointestinal infection, specifically a gastrointestinal tract infection."
183,deepseek-r1-distill-qwen-1.5b,0cf3d005dc73bae6ce33a1d3c5a3278f37c20b509cb8871504d53e8626d7f769,3,0.1041666666666666,0.9473684210526314,0.3710526315789474,0.576315789473684,first,This is a classic sign of chronic kidney disease.
184,deepseek-r1-distill-qwen-1.5b,3c38a5909dc39821a58de41adb8790c36fcc33204bfdd9ac87015bd77851f6ad,10,0.3900414937759336,0.9999999999999998,0.4236842105263159,0.5763157894736839,other,"Subside is typically associated with alcohol use disorder (AUD) and can lead to various complications, including hypotension, hypotension of the heart (HVO), and other related conditions."
185,deepseek-r1-distill-qwen-1.5b,263a60d68001bf29f7779947e5ed0eec2d8acad9cf3c2a0f6d4f5a17e92682ab,3,0.1557093425605536,1.0,0.4444444444444444,0.5555555555555556,other,"They also have severe respiratory symptoms: myalgias, cough, sore throat, nausea, and vomiting."
186,deepseek-r1-distill-qwen-1.5b,e681dd153d4c9bac14741403ee7a43208209f95e535b9f26bc636e6e1be0afaf,2,0.147410358565737,0.6111111111111113,0.0588235294117647,0.5522875816993466,other,This is a hallmark of a rare form of brain injury called traumatic brain injury (TBI).
187,deepseek-r1-distill-qwen-1.5b,708e4108262f582ed0c8c94c663502396dff4ee512203abfee81db7c16245924,6,0.322289156626506,0.9500000000000002,0.3999999999999999,0.5500000000000003,first,"Common conditions include tendinitis (a condition where the muscles relax improperly), which can lead to swelling; tendinitropium (a condition affecting the muscles that causes swelling); and acne, which can cause redness and swelling."
188,glm-4.7-flash,c64892da6999e18e2696d74c917ee8f86d915cc5418130a028c6563c15129246,26,0.4222222222222222,0.7500000000000001,0.1999999999999999,0.5500000000000002,other,"*   *Hemangioblastoma:* Very common in the cerebellum, especially in adults."
189,qwq-32b,2ef032c80ceb4187744b2da97ea542cfa04b0eb68fac8200e613e67b01bca2b3,15,0.2703619909502262,0.6500000000000001,0.0999999999999999,0.5500000000000002,first,"Another angle: the combination of new headaches and sexual dysfunction could be a pituitary issue, like a pituitary apoplexy."
190,deepseek-r1-distill-qwen-1.5b,e2369a8ca08930662838b00f852448d7482c231ececdb07d532ce1be315a47ea,8,0.3687150837988827,0.8000000000000002,0.25,0.55,first,"This can indicate conditions like anemia, anemia of the blood, or maybe something more severe like anemia of the bone marrow."
191,deepseek-r1-distill-qwen-1.5b,fe6a59f2cce8e873c80c017f8e147c8d3ee8636b8fba74af4b23ff057002d57d,14,0.8314606741573034,0.7000000000000001,0.15,0.55,repeat,The lack of anemia and the presence of organ failure and shock strongly point to shock as the diagnosis.
192,deepseek-r1-distill-qwen-1.5b,9fd55c340a83feea263efe1a6ffab188e5c06f3103f75dfc3700563d4eb297a8,11,0.646551724137931,0.7833333333333333,0.2333333333333333,0.55,repeat,"The primary symptoms seem to align with anxiety disorders, particularly panic disorder, which often presents with anxiety, physical symptoms, and sometimes social signs like increased tension or fear."
193,deepseek-r1-distill-qwen-1.5b,5c639afba7050cec2c827a8c779689235937f6ca2bdedfdba2c7b49b0c356e5f,9,0.6635802469135802,0.55,0.0,0.55,repeat,"Considering these findings, the most likely diagnosis is multiple sclerosis."
194,deepseek-r1-distill-llama-8b,2736b19c3a56ddf934c4801fef2c26bbc03c5e7d6bf5686d62c9f487f02522f8,16,0.7896103896103897,0.75,0.1999999999999999,0.55,other,"Given his stress about school and relationships, along with his emotional guilt, the most likely diagnosis is anxiety disorder."
195,deepseek-r1-distill-llama-8b,cdd909fbf1c000620ad8b1a3daed68d5ab1716dafe053ebe4d435bf4419f004f,23,0.8912621359223301,0.65,0.0999999999999999,0.55,other,"I should also consider if there's any other cause, like drug-induced liver injury or a migrated gallstone in the common bile duct."
196,deepseek-r1-distill-llama-8b,906e7d16ee2f621bd40bb1479616e7ae56796b4082a77b6843a018e69ad5c2f2,11,0.4583333333333333,0.9,0.35,0.55,first,"The symptoms—wound that starts painless, then red, then blue and black—sound like a snakebite."
197,deepseek-r1-distill-llama-8b,72ecdfa18f1ac4d0d9ddd8c35b1f9212684e7ea7715a0b1b004e80045d16805c,16,0.7372262773722628,0.55,0.0,0.55,first,"The more specific diagnosis here would be menorrhagia, which is excessive menstrual bleeding."
198,deepseek-r1-distill-llama-8b,13f129b7603fce04bba9ac801c09281f62be9c15bfdb0b7023c5f18942a419b2,34,0.7692307692307693,0.9,0.35,0.55,first,"The characteristic of the seizures, especially the response to external stimuli (reduction when touched and then resuming), along with the MRI being normal, points towards a nonepileptic seizures or a psychogenic origin."
199,deepseek-r1-distill-llama-8b,c58046390dbf0f76a4c836e3d95c5b191bf54bc9a3c6f933c38e05527d6934a3,16,0.569620253164557,0.85,0.3,0.55,none,They are usually bluish or yellowish and can be associated with erupting teeth.
200,deepseek-r1-distill-llama-8b,4a1e974107217853953fc9e32f2588a9ca3df963df6659ecae531fd194848dec,8,0.2851063829787234,0.55,0.0,0.55,first,"This is characteristic of a tick bite reaction, often seen in Rocky Mountain Spotted Fever (RMSF) caused by Borrelia bacteria."
201,huatuogpt-o1-8b,bac61de845e7bfffd35aa8b2c2aa433770df367718ef55c2d7989bf40647e9a0,28,0.7967479674796748,0.55,0.0,0.55,first,"The tender nodules and recurrent nature of his symptoms make me think of a systemic vasculitis, like IgA vasculitis (also known as Henoch-Schönlein purpura)."
